Dirección;Código postal;Localidad;Provincia;Teléfono;lat;lng
C/ Londres, 28;10005;Caceres;Cáceres;927629016;39.4688;-6.389494
C/ Longares, 26;28022;Madrid;Madrid;913135900;40.428997;-3.6092503
C/ Lope de Rueda, 4;28805;Alcala de Henares;Madrid;918870050;40.4898;-3.3582222
C/ López de Hoyos, 133;28002;Madrid;Madrid;915151033;40.447067;-3.6700604
C/ López de Hoyos, 68;28002;Madrid;Madrid;915900415;40.441517;-3.67777
C/ López de Seña, 12-A;39770;Laredo;Cantabria;942628011;43.41103;-3.4161322
C/ López Grass, 16;28038;Madrid;Madrid;913287065;40.395905;-3.6606226
C/ Lorenzo Rivas;13600;Alcazar de San Juan;Ciudad Real;926588027;39.391605;-3.2170818
C/ los Fresnos 1;40160;Torrecaballeros;Segovia;921401087;40.995457;-4.021989
C/ los Molinos 1;40161;Navafria;Segovia;921506101;41.05428;-3.825932
C/ Los Monegros, 87;28915;Leganes;Madrid;916857185;40.336575;-3.750029
C/ Los Yébenes, 82;28047;Madrid;Madrid;917101003;40.393307;-3.7520027
CL PAJARES, 3;40216;Remondo;Segovia;921155547;41.06724;-4.601
Cl. Pi i Margall, 8;17200;Palafrugell;Girona;972306798;41.9158;3.16405
CL REAL 3;40120;Garcillan;Segovia;921490511;41.13148;-3.81086
CL REAL MEDIODIA, 2;40190;Bernuy de Porreros;Segovia;921400340;41.37159;-4.03887
C/ Luarca, 13;28230;Las Rozas;Madrid;917105031;40.489033;-3.876092
C/ LUCHANA, 23;28010;Madrid;Madrid;915913950;40.430412;-3.6999571
C/ Luis de Hoyos Sáinz, 50;28030;Madrid;Madrid;913715020;40.40407;-3.6390104
C/ Luis Fernández Urosa, 6;28751;La Cabrera;Madrid;918689900;40.86374;-3.6158297
C/ Luis Montoto, 107-113;41007;Sevilla;Sevilla;954981340;37.38754;-5.9702816
C/ Luis Morales, 12;41018;Sevilla;Sevilla;954988300;37.384846;-5.972857
C/ Luis Vives, 2;28803;Alcala de Henares;Madrid;918870005;40.477215;-3.3691442
C/ Machu Pichu,27;28043;Madrid;Madrid;917216500;40.458584;-3.6261442
C/ Madrid, 102;28902;Getafe;Madrid;916831347;40.31147;-3.7280116
C/ Madrid, 11;37500;Ciudad Rodrigo;Salamanca;923480850;40.598232;-6.533212
C/ Madrid, 24;28690;Brunete;Madrid;918163930;40.40563;-3.9977467
C/ Madrid, 38;28970;Humanes de Madrid;Madrid;916043132;40.252064;-3.8292396
C/ Madrid, 5;28694;Chapineria;Madrid;918605700;40.37902;-4.2090435
C/ Madrid, 5;28850;Torrejon de Ardoz;Madrid;916749008;40.462704;-3.4783967
C/ Madrid, 69;28902;Getafe;Madrid;916010050;40.30873;-3.7291126
C/ Madrid, 85;28970;Humanes de Madrid;Madrid;914982023;40.257;-3.8240228
C/ Maestra María del Rosario, 16;28320;Pinto;Madrid;916928195;40.242863;-3.699807
C/ Maestra Saiz, 16;12511;Rossell;Castellón;977571047;40.6188;0.221615
C/ Maestro Bruno Bonell, 8;46594;Alfara de la Baronia;Valencia;962626094;39.76248;-0.355148
C/ Maestro Giner, 21;46512;Faura;Valencia;962600609;39.72528;-0.26569158
C/ Maestro Melchor, 8;46135;Albalat Dels Sorells;Valencia;961490645;39.54367;-0.3471315
C/ Maestro Ripollès, 11;12003;Castellon de la Plana;Castellón;964235563;39.981495;-0.03277928
C/ Magdalena, 4;39750;Colindres;Cantabria;942652800;43.39536;-3.450179
C/ Major, 10;46195;Llombai;Valencia;962550405;39.28201;-0.5721688
C/ Major, 28;46270;Villanueva de Castellon;Valencia;962450103;39.0773;-0.513139
C/ Major 37-39;17190;Salt;Girona;972405037;41.976105;2.7987304
C/ Major, 45;46726;Llocnou de Sant Jeroni;Valencia;962896126;38.91297;-0.2852355
C/ Major, 91;43550;Ulldecona;Tarragona;977721536;40.597248;0.4476033
C/ Manacor, 55;07005;Palma de Mallorca;Illes Balears;971775460;39.57158;2.662315
C/ Mandri, 45;08022;Barcelona;Barcelona;932547560;41.404007;2.1328497
C/ Manuel Alonso (El Pardo),1;28048;Madrid;Madrid;913762004;40.520424;-3.7768984
C/ Manuel de Falla, 71;28100;Alcobendas;Madrid;916573195;40.553062;-3.6420536
C/ Manuel Llaneza, 30;33600;Mieres;Asturias;985456030;43.25035;-5.775244
C/ Manuel Noya, 13;28026;Madrid;Madrid;915655035;40.387024;-3.7124183
C/ Manuel Sanchez Saugar,2;05420;Sotillo de la Adrada;Ávila;918661006;40.29213;-4.58306
C/ Manzanilla, 10;45516;La Puebla de Montalban;Toledo;925776506;39.863895;-4.359787
C/ Mar, 2;07100;Soller;Illes Balears;971638273;39.7664;2.71398
C/ Marcelino Santa María, 22;28036;Madrid;Madrid;915900370;40.450058;-3.6884773
C/ Marcelino Sanz de Sautuola, 15;39003;Santander;Cantabria;942318020;43.463203;-3.8036647
C/ Marcelo Celayeta, 39;31014;Pamplona;Navarra;948383052;42.826202;-1.654332
C/ Marcelo Usera, 52;28026;Madrid;Madrid;915005140;40.386047;-3.7034333
C/ Margarita, 1;28912;Leganes;Madrid;916857355;40.326225;-3.7622235
C/ María Auxiliadora, 1;28040;Madrid;Madrid;913980025;40.457928;-3.714044
C/ María Callas, 6;28021;Madrid;Madrid;917233455;40.354347;-3.687529
C/ María de Guzmán, 49;28003;Madrid;Madrid;914560770;40.44408;-3.698038
C/ María de Molina, 52;28006;Madrid;Madrid;915901296;40.43735;-3.6803555
C/ María de Molina, 7;47001;Valladolid;Valladolid;983360065;41.649506;-4.73017
C/ María Moliner;28702;San Sebastian de los Reyes;Madrid;916670815;40.561485;-3.6145463
C/ María Teresa Sáenz Heredia, 44;28017;Madrid;Madrid;914057400;40.42567;-3.6509457
C/ María Zambrano, 16;50018;Zaragoza;Zaragoza;976466230;41.669445;-0.8888289
C/ Marino Sirera, 12;46011;Valencia;Valencia;963568440;39.468033;-0.3324893
C/ Mármoles, 60;29007;Malaga;Málaga;952070046;36.72074;-4.4315667
C/ Marquesa Fuente El Sol, 10;12300;Morella;Castellón;964160065;40.6186;-0.100325
C/ Marquesa Viuda de Aldama, 5;28100;Alcobendas;Madrid;916573450;40.541294;-3.6329234
C/ Marquesa Viuda de Aldama, 62;28100;Alcobendas;Madrid;916573215;40.54305;-3.6299393
C/ Marqués de Corbera, 59;28017;Madrid;Madrid;914057200;40.426796;-3.6507955
C/ Marqués del Campo, 37;03700;Denia;Alicante;966435000;38.84086;0.11005238
C/ Marqués del Duero, 10;29670;San Pedro de Alcantara;Málaga;952853129;36.48625;-4.989699
C/ Marqués de Lozoya, 14;28007;Madrid;Madrid;915570265;40.417084;-3.6637537
C/ Marqués del Turia, 55;46910;Benetusser;Valencia;963182710;39.423695;-0.39759457
C/ Marqués de Murrieta, 70-72;26007;Logroño;La Rioja;941512454;42.464184;-2.4594731
C/ Marques de Perales 2;40400;El Espinar;Segovia;921181129;40.71897;-4.247439
C/ Marqués de Viana, 14;28039;Madrid;Madrid;915670070;40.461586;-3.7000093
C/ Marqués de Zenete, 16;46007;Valencia;Valencia;963540117;39.465;-0.386099
C/ Martí Flores, 15;46893;Alfarrasi;Valencia;962298678;38.904106;-0.49533963
C/ Martínez de la Riva, 143;28018;Madrid;Madrid;915079090;40.38445;-3.6637352
C/ Martínez de la Riva, 26;28053;Madrid;Madrid;915009012;40.39293;-3.666067
C/ Martínez de la Rosa, 169;29010;Malaga;Málaga;952070345;36.727863;-4.4428105
C/ Martínez Izquierdo, 84;28028;Madrid;Madrid;917240035;40.43519;-3.6623204
C/ Martín Villa, 7;41003;Sevilla;Sevilla;954501054;37.392715;-5.994504
C/ Mártires, 47;46176;Chelva;Valencia;962100028;39.7489;-0.996226
C/ Mártires, 6;02630;La Roda;Albacete;967548003;39.205837;-2.1586418
C/ Martires 9;40422;Otero de Herreros;Segovia;921483111;40.819286;-4.209695
C/ Mártires de la Ventilla, 34;28029;Madrid;Madrid;917320220;40.470768;-3.6912282
C/ Mateo Torres, 2;28806;Alcala de Henares;Madrid;918870240;40.490566;-3.3774054
C/ Matilde Hernández, 9;28019;Madrid;Madrid;914280370;40.391903;-3.7334595
C/ Mayor, 11;45300;Ocaña;Toledo;925156000;39.959038;-3.4997113
C/ Mayor, 11;46114;Vinalesa;Valencia;961490710;39.536823;-0.37060618
C/ Mayor, 122;02500;Tobarra;Albacete;967325079;38.591923;-1.6892713
C/ Mayor, 12;28110;Algete;Madrid;916293001;40.59655;-3.4986002
C/ Mayor, 12;28813;Torres de la Alameda;Madrid;918863130;40.405685;-3.361734
C/ Mayor, 12;46171;Casinos;Valencia;962700067;39.699924;-0.70732
C/ Mayor, 1;28470;Cercedilla;Madrid;918525710;40.74115;-4.0558434
C/ Mayor, 1;39200;Reinosa;Cantabria;942774020;43.000595;-4.138041
C/ Mayor, 14;28723;Pedrezuela;Madrid;913727427;40.74451;-3.6029892
C/ Mayor, 14;46711;Miramar;Valencia;962818319;38.950962;-0.13981551
C/ Mayor, 15;28977;Casarrubuelos;Madrid;918167104;40.170883;-3.8314793
C/ Mayor, 15;46190;Ribarroja del Turia;Valencia;962770057;39.54634;-0.5676963
C/ Mayor, 16;13400;Almaden;Ciudad Real;926264000;38.775673;-4.835357
C/ Mayor, 16;45310;Villatobas;Toledo;925152951;39.900997;-3.3231115
C/ Mayor, 18;12591;La Llosa;Castellón;962610006;39.768703;-0.20574152
C/ Mayor, 18;28180;Torrelaguna;Madrid;918485900;40.826527;-3.537191
C/ Mayor, 18;46716;Rafelcofer;Valencia;962800336;38.932896;-0.16736984
C/ Mayor,19;05300;Crespos;Ávila;920237502;40.8709;-4.96994
C/ Mayor, 19;12330;Traiguera;Castellón;964495070;40.524376;0.28986633
C/ Mayor, 19;46610;Guadassuar;Valencia;962570162;39.186203;-0.47693968
C/ Mayor, 2;22700;Jaca;Huesca;974356726;42.56997;-0.5514135
C/ Mayor, 22;46940;Manises;Valencia;961546766;39.49139;-0.457351
C/ Mayor, 2;28816;Camarma de Esteruelas;Madrid;918865910;40.548496;-3.3776844
C/ Mayor, 2;28891;Velilla de San Antonio;Madrid;916705303;40.36722;-3.486843
C/ Mayor, 2;46390;San Antonio de Benageber;Valencia;962320014;39.519733;-1.1548787
C/ Mayor, 25;12320;San Jorge;Castellón;964499137;40.509438;0.33184
C/ Mayor, 25;34230;Torquemada;Palencia;979800800;42.03333;-4.319724
C/ Mayor, 27;12480;Soneja;Castellón;964135056;39.816372;-0.42942703
C/ Mayor, 27;46450;Benifaio;Valencia;961781286;39.285187;-0.42605013
C/ Mayor, 32;45860;Villacañas;Toledo;925560302;39.624092;-3.3314762
C/ Mayor, 34;46550;Albuixech;Valencia;961400103;39.5448;-0.323099
C/ Mayor, 37;04620;Vera;Almería;950393234;37.24663;-1.867099
C/ Mayor, 42-44;08110;Montcada i Reixac;Barcelona;935650860;41.48519;2.187841
C/ Mayor, 4;46666;Rafelguaraf;Valencia;962586064;39.05092;-0.45560002
C/ Mayor, 48;28110;Algete;Madrid;916289131;40.59666;-3.502643
C/ Mayor, 49;28922;Alcorcon;Madrid;916449175;40.346657;-3.8274908
C/ Mayor, 50;05600;Barco de Avila (el);Ávila;920237215;40.357983;-5.5240736
C/ Mayor, 50;08221;Terrassa;Barcelona;937368400;41.56117;2.009108
C/ Mayor, 52;05695;Horcajada (la);Ávila;920364030;40.43732;-5.4666705
C/ Mayor, 5;46891;Palomar;Valencia;962900569;38.853874;-0.5022383
C/ Mayor,  58;16660;Las Pedroñeras;Cuenca;967139000;39.448555;-2.6743612
C/ Mayor, 6;05113;Burgohondo;Ávila;920237302;40.41516;-4.785436
C/ Mayor, 6;05690;Bohoyo;Ávila;920236111;40.314983;-5.441183
C/ Mayor, 6;12429;El Toro;Castellón;964123054;39.98231;-0.74844897
C/ Mayor, 6;46624;Jalance;Valencia;962196007;39.1918;-1.07564
C/ Mayor, 6;48930;Las Arenas;Vizcaya;944804110;43.324783;-3.0148518
C/ Mayor, 68;28511;Valdilecha;Madrid;918761010;40.293854;-3.3007278
C/ Mayor, 69;28922;Alcorcon;Madrid;916449165;40.345047;-3.8275445
C/ Mayor, 7;46713;Bellreguard;Valencia;962815103;38.945053;-0.16066432
C/ Mayor, 79;46970;Alaquas;Valencia;961985751;39.45699;-0.46097517
C/ Mayor Alta, 23;28540;Perales de Tajuña;Madrid;918764200;40.23557;-3.3525298
C/ Mayor San Jaime, 1;12540;Vila-Real;Castellón;964529060;39.936962;-0.10041118
C/ Médico Muñoz, 3;46389;Turis;Valencia;962526041;39.389725;-0.71089536
C/ Médico Rey García, 1 (Edif. Gardenio);21400;Ayamonte;Huelva;959322986;37.21206;-7.407486
C/ Mediodía, 1;28911;Leganes;Madrid;916857342;40.328773;-3.7664418
C/ Méjico, 2;28822;Coslada;Madrid;916601755;40.423073;-3.5479577
C/ Melchor Fernández Almagro, 78;28029;Madrid;Madrid;913782044;40.475697;-3.7096908
C/ Melchor Torio, 3;39840;Ampuero;Cantabria;942628400;43.342495;-3.416984
C/ Méndez Núñez, 5;13250;Daimiel;Ciudad Real;926260614;39.068214;-3.6136296
C/ Menéndez Pelayo, 10;39600;Maliaño;Cantabria;942253076;43.41723;-3.8431978
C/ Mesón, 5;03340;Albatera;Alicante;965486494;38.179153;-0.8701569
C/ Mesones, 3;28590;Villarejo de Salvanes;Madrid;918743930;40.168346;-3.2754235
C/ Mezquita, 9;28041;Madrid;Madrid;913920900;40.373566;-3.6911268
C/ Miguel Creva, 9;03820;Cocentaina;Alicante;966501059;38.741688;-0.44026583
C/ Miguel de Cervantes, 43;16400;Tarancon;Cuenca;969327190;40.01025;-3.0095232
C/ Miguel Hernández, 3;19171;Cabanillas del Campo;Guadalajara;949337520;40.636185;-3.2343042
C/ Mina, 7;28100;Alcobendas;Madrid;916572185;40.539814;-3.6367106
C/ Minerva, 101-103;28032;Madrid;Madrid;917753114;40.39601;-3.6064599
C/ Ministro Fernández Ordóñez, 3;28924;Alcorcon;Madrid;916427200;40.349113;-3.8101745
C/ Miquel Capllonch, 21;07010;Palma de Mallorca;Illes Balears;971763785;39.59065;2.650849
C/ Miranda, 12;09002;Burgos;Burgos;947257044;42.33819;-3.6997747
C/ Miranda, 77-79;08940;Cornella de Llobregat;Barcelona;932619120;41.360115;2.0789587
C/ Molino, 3;12598;Peñiscola;Castellón;964489606;40.356678;0.3035456
C/ Molino de Viento, 15;28770;Colmenar Viejo;Madrid;918457886;40.664738;-3.7729506
C/ Molins del Rey, 8;28034;Madrid;Madrid;917354024;40.495598;-3.6938248
C/ Monasterio de Liébana, 1;28049;Madrid;Madrid;917296142;40.506996;-3.6945884
C/ Monegros, 12;28915;Leganes;Madrid;916857070;40.33666;-3.7549639
C/ Monseñor Óscar Romero, 2;28025;Madrid;Madrid;913602019;40.380486;-3.7412632
C/ Moreda, 3;28791;Soto del Real;Madrid;918480200;40.756084;-3.7817342
C/ Moreres, 13;07702;Mahon;Illes Balears;971356048;39.88823;4.262505
C/ Mosén Jacinto Verdaguer, 215;08620;Sant Vicenç Dels Horts;Barcelona;936724620;41.399246;2.006474
C/ Mota del Cuervo, 6;28043;Madrid;Madrid;917216700;40.464596;-3.6348116
C/ Munt, 24;08392;Sant Andreu de Llavaneres;Barcelona;937929930;41.57387;2.4823253
C/ Muntaner, 340;08021;Barcelona;Barcelona;932402053;41.398212;2.144245
C/ Muntaner, 537-541;08022;Barcelona;Barcelona;932530267;41.404514;2.1359181
C/ Muntanya, 26-A;46680;Algemesi;Valencia;962488013;39.19005;-0.43755412
C/ Murcia, 1;28940;Fuenlabrada;Madrid;916856027;40.290054;-3.7915545
C/ Muro de Santa Ana, 2;46003;Valencia;Valencia;963919356;39.47827;-0.37474886
C/ Nardos, 145;28925;Alcorcon;Madrid;914880356;40.353542;-3.8032544
C/ Narváez, 29;28009;Madrid;Madrid;915570275;40.4211;-3.6760533
C/ Narváez, 78;28009;Madrid;Madrid;915570510;40.416775;-3.6764247
C/ Natalio Rivas, 13;04770;Adra;Almería;950604830;36.749447;-3.012625
C/ Navarra, 2;28330;San Martin de la Vega;Madrid;918093251;40.213024;-3.5819783
C/ Negritas, 2;28340;Valdemoro;Madrid;918084190;40.192413;-3.6806338
C/ Noelia Alonso Cabrera (Residencial Las Viñas, Loc.7);38660;Arona;S.C. Tenerife;922753423;28.059614;-16.728676
C/ Noria, 2;28691;Villanueva de la Cañada;Madrid;918117467;40.44808;-4.0020056
C/ Nou, 13;46630;La Font de la Figuera;Valencia;962290103;38.806145;-0.879687
C/ Nou, 37;46220;Picassent;Valencia;961231899;39.362537;-0.4619059
C/ Ntra. Señora de Los Dolores, 29;28039;Madrid;Madrid;917320255;40.466908;-3.7035513
C/ Nuestra Señora de los Ángeles, 9;46118;Serra;Valencia;961688495;39.6859;-0.429314
C/ Nuestra Señora de Sonsoles, 96;05002;Avila;Ávila;920223423;40.6494;-4.6978865
C/ Nueva, 2;11005;Cadiz;Cádiz;956290526;36.530846;-6.292623
C/ Nueva York, 24;28938;Mostoles;Madrid;916853693;40.315918;-3.856024
C/ Numancia, 10;28039;Madrid;Madrid;913119121;40.455147;-3.7118003
C/ Núñez de Balboa, 31;28001;Madrid;Madrid;914321005;40.4247;-3.682866
C/ Núñez de Guzmán;28802;Alcala de Henares;Madrid;918870030;40.476864;-3.3769011
C/ Nuria, 10;28034;Madrid;Madrid;917354023;40.49079;-3.70155
C/ Oca, 103;28025;Madrid;Madrid;913602011;40.38796;-3.743945
C/ Oca, 42;28025;Madrid;Madrid;913602014;40.38986;-3.7363708
C/ Ocaña, 63-65;28047;Madrid;Madrid;913602018;40.385338;-3.7534602
C/ Océano Atlántico;28821;Coslada;Madrid;914850780;40.418346;-3.5710232
C/ O'Donnell, 53;28009;Madrid;Madrid;915570680;40.421345;-3.6710882
C/ Ofelia Nieto, 7;28039;Madrid;Madrid;913980004;40.458344;-3.7110808
C/ Oliva de Plasencia, 3;28044;Madrid;Madrid;915095015;40.378517;-3.7789214
Colon, 9;46004;Valencia;Valencia;963512870;39.4678;-0.373986
Comte de Barcelona, 20;07013;Palma de Mallorca;Illes Balears;971455311;39.5738;2.63905
Concili de Trento, 110;08020;Barcelona;Barcelona;933088600;41.414124;2.1961176
Conde de Torrefiel, 89;46019;Valencia;Valencia;963667254;39.497597;-0.377358
Condes de Buñol, 13;46360;Buñol;Valencia;962501931;39.42407;-0.790504
Consolat del Mar, 3;46006;Valencia;Valencia;963340100;39.463;-0.371443
C/ Oña, 121;28050;Madrid;Madrid;913834018;40.489273;-3.661671
C/ Orense, 20;28020;Madrid;Madrid;915980495;40.450603;-3.6951146
C/ Orense, 9;28100;Alcobendas;Madrid;916573375;40.54182;-3.6370754
Corredera, 35;14550;Montilla;Córdoba;957664092;37.5878;-4.63896
Corredera, 62;02640;Almansa;Albacete;967345462;38.8658;-1.09433
C/ Osa Mayor, 86 - 88;28023;Madrid;Madrid;917299009;40.45926;-3.7845325
C/ Oslo, 41;28922;Alcorcon;Madrid;914881060;40.345234;-3.8413632
C/ Oxígeno, 2;28850;Torrejon de Ardoz;Madrid;916749018;40.449978;-3.4663973
C/ Pablo Casals, 16;28980;Parla;Madrid;916644100;40.230206;-3.7733781
C/ Pablo Freire, 10;28918;Leganes;Madrid;914987116;40.33837;-3.77318
C/ Pacheco;13240;La Solana;Ciudad Real;926648500;38.94254;-3.2386823
C/ Padilla, 15;47400;Medina del Campo;Valladolid;983837006;41.30977;-4.9146733
C/ Padilla, 230;08013;Barcelona;Barcelona;932449110;41.40504;2.1782193
C/ Padre Lojendio, 5;48008;Bilbao;Vizcaya;944794690;43.260574;-2.9302561
C/ Padre Manjón, 8;03600;Elda;Alicante;966980013;38.475166;-0.7944113
C/ Padre Moreno, 16;46640;Moixent;Valencia;962261130;38.874554;-0.75127
C/ Padre Victoriano, 9;05005;Avila;Ávila;920227950;40.660336;-4.6871386
C/ Palau d'Ametllá, 1-3;08170;Montornes del Valles;Barcelona;935444326;41.542088;2.265815
C/ Palma, 2;12194;Vall D'Alba;Castellón;964320107;40.175453;-0.03458038
C/ Palma de Mallorca, 17;29620;Torremolinos;Málaga;952057380;36.621338;-4.4998336
C/ Palomeras, 37;28053;Madrid;Madrid;915009018;40.389248;-3.6670163
C/ Panaderos, 11;28410;Manzanares El Real;Madrid;918528800;40.727303;-3.8650072
C/ Páramo, 1;24006;Leon;León;987849250;42.59266;-5.5649285
C/ Parelladas, 42;08870;Sitges;Barcelona;938114085;41.236614;1.8074878
C/ Parque Eugenia de Montijo, 74;28047;Madrid;Madrid;913602008;40.379944;-3.7512572
C/ Pascual y Genis,15;46002;Valencia;Valencia;963535033;39.469223;-0.373864
C/ Paseo, 20;30530;Cieza;Murcia;968765765;38.237774;-1.4215305
C/ Patí, 16;43800;Valls;Tarragona;977609006;41.286;1.2513179
C/ Pedro Esplugues, 147;46600;Alzira;Valencia;962405180;39.1586;-0.42999
C/ Pedro González-Quirós e Isla, 1;33011;Oviedo;Asturias;985119740;43.378452;-5.831906
C/ Pedro Juan Perpiñán, 44;03204;Elche;Alicante;966636665;38.25869;-0.70498514
C/ Pedro Laborde, 36;28038;Madrid;Madrid;913807400;40.388332;-3.6482253
C/ Pedro Ma Unanue, 1 (Loc. 20);03177;San Fulgencio;Alicante;966790389;38.135;-0.687461
C/ Pedroñeras, 14;28043;Madrid;Madrid;917216900;40.46545;-3.6303022
C/ Pedro Rico, 31;28029;Madrid;Madrid;917320240;40.48483;-3.6953866
C/ Peligros,13;05267;San Bartolome de Pinares;Ávila;920236100;40.54353;-4.53751
C/ Peñalara 6 Parc. 2 A Parc. 2 A;40006;Segovia;Segovia;921412251;40.930294;-4.110357
C/ Peris Mencheta, 18;46687;Albalat de la Ribera;Valencia;962490035;39.20051;-0.3867799
C/ Petra Sánchez, 6;28821;Coslada;Madrid;916601760;40.4249;-3.5634112
C/ Petronila Casado, 24;09005;Burgos;Burgos;947244920;42.34936;-3.6952257
C/ Pez, 6;28004;Madrid;Madrid;913604015;40.422855;-3.7040663
C/ Pi i Margall, 59;08024;Barcelona;Barcelona;932855033;41.40927;2.163964
C/ Pilon,7;05540;Muñana;Ávila;920237506;40.58979;-5.0152
C/ Pilota, 12;46715;L'Alqueria de la Comtessa;Valencia;962893089;38.936447;-0.1544416
C/ Pinos, 6;28922;Alcorcon;Madrid;916449055;40.340427;-3.8366532
C/ Pinos Alta, 39;28029;Madrid;Madrid;917320170;40.466934;-3.696869
C/ Pinto, 42;28980;Parla;Madrid;916644500;40.237537;-3.7727413
C/ Pintor El Greco, 2;28933;Mostoles;Madrid;916655000;40.32906;-3.8665974
C/ Pintor Lluch, 8;46131;Bonrepos i Mirambell;Valencia;961853550;39.517193;-0.36598742
C/ Pintor Pérez Arroyo, 2;46689;Benicull;Valencia;962490799;39.1845;-0.38336277
C/ Pintor Rosales, 2;28932;Mostoles;Madrid;916645700;40.33224;-3.8643606
C/ Pintor Sorolla, 20;46148;Algimia de Alfara;Valencia;962626055;39.752705;-0.36292702
C/ Pintor Sorolla, 8;46002;Valencia;Valencia;963534340;39.471493;-0.37205458
C/ Pintor Velazquez, 69;28935;Mostoles;Madrid;916655700;40.321148;-3.8809338
C/ Pizarro, 5;28902;Getafe;Madrid;916010280;40.312782;-3.7291718
C/ Pizarro, 9;03570;Villajoyosa;Alicante;966810002;38.50673;-0.2315712
C/ Planeta Marte, 13;28983;Parla;Madrid;914243700;40.232376;-3.7669983
C/ Platero Sánchez Cruz, 5;14010;Cordoba;Córdoba;957764006;37.88946;-4.76416
C/ Playa Frexeira, 6;28400;Collado Villalba;Madrid;918498000;40.62213;-4.00957
C/ Plaza, 32;28944;Fuenlabrada;Madrid;916856002;40.282784;-3.7939713
C/ Poeta Agustín Millares Sall, 3;35008;Las Palmas de Gran Canaria;Las Palmas;928471290;28.14796;-15.427927
C/ Poeta Querol, 16;46780;Oliva;Valencia;962858634;38.919655;-0.11787772
C/ Polvoranca, 10;28911;Leganes;Madrid;916857332;40.32681;-3.7702346
C/ Polvoranca, 32;28921;Alcorcon;Madrid;916429300;40.348537;-3.8257098
C/ Ponferrada,13;28029;Madrid;Madrid;913782008;40.474834;-3.7130854
C/ Portal, 6;12413;Castellnovo;Castellón;964137328;39.8618;-0.45913
C/ Portal de Legutiano, 28-30;01002;Vitoria-Gasteiz;Álava;945204176;42.85461;-2.666678
C/ Portiña del Salvador, 36;45600;Talavera de la Reina;Toledo;925720070;39.958084;-4.835772
C/ Porto Cristo, 6;28924;Alcorcon;Madrid;916429200;40.352005;-3.8190365
C/ Portugal, 33;28943;Fuenlabrada;Madrid;916490200;40.283276;-3.8093483
C/ Porvenir;28270;Colmenarejo;Madrid;918424900;40.55873;-4.0168743
C/ Potosí, 7;28016;Madrid;Madrid;914584350;40.457134;-3.6788101
C/ Poza, 75;09007;Burgos;Burgos;947474328;42.36144;-3.6587155
C/ Prado, 4;28880;Meco;Madrid;918877320;40.55444;-3.3268504
C/ Prado, 4;45600;Talavera de la Reina;Toledo;925720074;39.970615;-4.8226886
C/ Prat de la Riba, 10;43700;El Vendrell;Tarragona;977157009;41.220463;1.5359533
C/ Presbítero Giner, 38;46720;Villalonga;Valencia;962805056;38.886032;-0.20844117
C/ Princesa, 15;28008;Madrid;Madrid;915400665;40.4264;-3.7134826
C/ Principal, 12;28021;Madrid;Madrid;917100470;40.334114;-3.6992383
C/ Príncipe Carlos, 22;28050;Madrid;Madrid;917502400;40.488102;-3.6510198
C/ Príncipe Carlos, Loc. 9 y 10;28050;Madrid;Madrid;917501575;40.49354;-3.6554217
C/ Príncipe de Asturias, 1;28390;Belmonte del Tajo;Madrid;918747139;40.13339;-3.340069
C/ Príncipe de Vergara, 255;28016;Madrid;Madrid;914584255;40.45611;-3.677161
C/ Príncipe de Vergara, 32;28001;Madrid;Madrid;914322280;40.42636;-3.67998
C/ Príncipe de Vergara, 71;28006;Madrid;Madrid;915900355;40.434635;-3.6794758
C/ Príncipe de Viana, 70;25008;Lleida;Lleida;973725042;41.623722;0.6262593
C/ Profesor Waksman, 12;28036;Madrid;Madrid;914584375;40.455833;-3.6876352
C/ Provença, 161;08036;Barcelona;Barcelona;934527000;41.389896;2.154919
C/ Provença, 431;08025;Barcelona;Barcelona;934463300;41.404007;2.1736622
C/ Puente;03503;Benidorm;Alicante;966813004;38.53754;-0.1278019
C/ Puente, 1;34800;Aguilar de Campoo;Palencia;979128007;42.79288;-4.2622175
C/ Puente San Lorenzo 25;40003;Segovia;Segovia;921436893;41.296947;-3.747663
C/ Puerta Canseco, 71;38003;Santa Cruz de Tenerife;S.C. Tenerife;922534970;28.46707;-16.254984
C/ Puerta de Murcia, 1;30201;Cartagena;Murcia;968320019;37.60214;-0.9875572
C/ Puerto Balbarán, 41;28018;Madrid;Madrid;915079110;40.38231;-3.668189
C/ Puerto de la Bonaigua 2;28850;Torrejon de Ardoz;Madrid;916749077;40.460503;-3.4840283
C/ Puerto del Escudo, 6;41006;Sevilla;Sevilla;954932788;37.37571;-5.9533124
C/ Puerto Rico, 24-26;28016;Madrid;Madrid;915151023;40.455093;-3.6739824
C/ Puigvert;08211;Castellar del Valles;Barcelona;937473133;41.616596;2.090267
C/ Quintana,15;28008;Madrid;Madrid;915400925;40.42762;-3.717757
C/ Rafael Belmonte García, 10;41010;Sevilla;Sevilla;954347260;37.38329;-6.013686
C/ Rafael Calvo, 31;28010;Madrid;Madrid;913913008;40.434128;-3.692329
C/ Rafael Gaset, 18;13140;Fernancaballero;Ciudad Real;926809226;39.12348;-3.901544
C/ Rafael Sánchez Ferlosio, 7;28830;San Fernando de Henares;Madrid;916601735;40.427597;-3.526767
C/ Raimundo Fernández Villaverde, 42;28003;Madrid;Madrid;914560280;40.446472;-3.6972926
